FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1eae,6220673,,,,,,,-1,0,-1,,,7245,DEA_226,Centro Social de Mayores Cortijillo Bazán (Pasillo a la derecha),"CALLE SÁNCHEZ ALBARRÁN, 9",,maykalopezalonso56@gmail.com,,"L a J 10:00 a 13:00 y 17:00 a 20:00 h.
V 10:00 a 13:00 h.",,MUNICIPAL,No,No,630551487,,POINT (-4.4204412666004975 36.74690804171983),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ead,6220674,,,,,,,-1,0,-1,,,10364,DEA_270,EMT Centro de Atención al Cliente -,"ALAMEDA PRINCIPAL, 47",,mantenimiento@cordis-group.com,,L a V 09:00 a 13:30 y de 17:00 a 19:00.,,PRIVADA,No,No,,,POINT (-4.424649573647951 36.71676863811712),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1eac,6220675,,,,,,,-1,0,-1,,,80457,DEA_824,CEIP VICENTE ALEIXANDRE (CENTESIMAL),"CAMINO DE LA TÉRMICA, 25",,areainnovacion@malaga.eu,,7.00 a 18.00h,,PRIVADA,No,No,951927975,,POINT (-4.446893224701252 36.688225432088494),No,79
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1eab,6220676,,,,,,,-1,0,-1,,,12865,DEA_374,ASOCIACIÓN DE VECINOS VICTORIANA CAPUCHINOS Y DE LA FUENTE,"PLAZA DEL PATROCINIO, 6",,presidencia-asociacionvictoriana@hotmail.com,,L a V 17:00 a 19:30 h.,,MUNICIPAL,No,No,687834350,,POINT (-4.418738851953908 36.73339490778819),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1eaa,6220677,,,,,,,-1,0,-1,,,11707,DEA_369,CENTRO CIUDADANOS GIRON,"GLORIETA DEL ESCULTOR ANTONIO LEIVA JIMÉNEZ, 1",,ritaprad@msn.com,,L a V 7:00 a 20:00 h.,,MUNICIPAL,No,No,660545984,,POINT (-4.44516112800686 36.698777208837214),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea9,6220678,,,,,,,-1,0,-1,,,79856,DEA_791,Asociación Deportiva Club Tenis de Mesa,"CALLE ALCALDE JOSÉ HERNÁNDEZ, 4",,edu@juntadeandalucia.es,,L-V 8.30 a 14.20  y X 18.00 a 20.30,,MUNICIPAL,No,No,,,POINT (-4.420358646885324 36.746182064672325),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea8,6220679,,,,,,,-1,0,-1,,,14464,DEA_728,PABELLON MUNICIPAL DE BALONMANO PUERTO DE LA TORRE,"CALLE LOPE DE RUEDA, 162",,fjcintas@malaga.eu,,"L a S de 09:00 a 22:00 h.
D de 10:00 a 14:00 h.",,MUNICIPAL,No,No,,,POINT (-4.482926556435536 36.74021647808058),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea7,6220680,,,,,,,-1,0,-1,,,14266,DEA_708,POLICIA LOCAL TERRITORIALCAMPANILLAS,"CALLE CRISTOBALINA FERNÁNDEZ, 17",,famartin@malaga.eu,,24 h.,,MUNICIPAL,No,No,638127915,,POINT (-4.536400735773984 36.72265278725661),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea6,6220681,,,,,,,-1,0,-1,,,7324,DEA_235,C. Deportivo Inacua Raqueta (Recepción),"CALLE MARILYN MONROE, 8",,udmortadelo@hotmail.com,,"L a V 9:00 A 23:00
  S 9:00 A 20:00
  D 9:00 A 15:00
",,PRIVADA,No,No,952000507,,POINT (-4.454638534180153 36.680363998472934),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea5,6220682,,,,,,,-1,0,-1,,,7329,DEA_236,C. Deportivo Inacua Málaga (Recepción ),"CALLE MARILYN MONROE, 8",,guidoiglesias@ferrovial.com,,"L a V DE 7:00 A 23:00
  SDE 9:00 A 20:00
  D DE 9:00 A 15:00
",,PRIVADA,No,No,952000507,,POINT (-4.454857313237098 36.68087012073499),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea4,6220683,,,,,,,-1,0,-1,,,11805,DEA_392,TOTEM ( Plaza de Felix Saenz),"PLAZA DE FÉLIX SÁENZ, 1",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.423160572122231 36.71903071644241),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea3,6220684,,,,,,,-1,0,-1,,,12324,DEA_425,"TOTEM (Avda. Ntra. Sra. de las Guías,2)","AVENIDA DE NUESTRA SEÑORA DE LAS GUÍAS, 2",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.421433490202208 36.737773488295524),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea2,6220685,,,,,,,-1,0,-1,,,3943,DEA_585,EDUCACIÓN CE Diocesano Cardenal Herrera Oria (Frente secretaría),"PASAJE DE LOS ALMENDRALES, 6",,relacionesexternas@fundacionvictoria.edu.es,,L a V 09:15 a 13:450 (periodo lectivo),,PRIVADA,No,No,952251041,,POINT (-4.409633308472584 36.73461012095057),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea1,6220686,,,,,,,-1,0,-1,,,13052,DEA_481,RESIDENCIA ESCOLAR LA ROSALEDA (Entrando a la derecha),"AVENIDA DE LUIS BUÑUEL, 8",,29700448.edu@juntadeandalucia.es,,24 H.,,PRIVADA,No,No,951882444,,POINT (-4.4286966557609615 36.73324045064206),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1ea0,6220687,,,,,,,-1,0,-1,,,13504,DEA_505,EDUCACION IES LA ROSALEDA(junto a la Conserjería),"AVENIDA DE LUIS BUÑUEL, 8",,director@ieslarosaleda.com,,L a V 08:00-14:30 y 16:00-22:00 h.,,PRIVADA,No,No,952640035,,POINT (-4.430032945797221 36.73379678980496),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9f,6220688,,,,,,,-1,0,-1,,,3986,DEA_554,METRO Estación Princesa-Huelin (Vestíbulo),"CALLE HÉROE DE SOSTOA, 142",,j.ocana@metromalaga.es,,"Lunes a Jueves: 06:30-23:15
Viernes: 06:30-1:45
Sábado: 07:00-01:45
Domingo y festivos: 07:00-23:15
Horarios especiales Navidad, Semana Santa y Feria. Consultar oficina Att. Cliente: 902112233",,PRIVADA,No,No,952061641,,POINT (-4.440499839822423 36.70422571930746),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9e,6220689,,,,,,,-1,0,-1,,,74514,DEA_761,"TOTEM (Poeta Bernardo de la Torre,2)","CALLE POETA BERNARDO DE LA TORRE, 2",,jtoscano@malaga.eu,,24 H.,,MUNICIPAL,No,No,682760873,,POINT (-4.462300047013094 36.703599647607845),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9d,6220690,,,,,,,-1,0,-1,,,80044,DEA_800,TOTEM CALLE LA ERA,"CALLE LA ERA, 24",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.403094577870681 36.733021756405066),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9c,6220691,,,,,,,-1,0,-1,,,3963,DEA_543,CENTRO SOCIAL La Noria (conserjería),"AVENIDA DEL ARROYO DE LOS ÁNGELES, 50",,fjmanzano@malaga.es,,24 HORAS,,Provincial,No,No,952069720,,POINT (-4.431266450442265 36.728885058909896),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9b,6220692,,,,,,,-1,0,-1,,,10744,DEA_647,ASOCIACIÓN CAIT AMAPPACE Málaga Este (Entrando izquierda),"CALLE JONÁS, 2",,caitmalagaeste@amappace.es,,"L-J 7:45 a 20:30
V 7:45 a 15:15 
",,PRIVADA,No,No,952274103,,POINT (-4.416916750600145 36.73168611712378),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e9a,6220693,,,,,,,-1,0,-1,,,7088,DEA_685,"UMA CENTRO INTERNACIONAL DE ESPAÑOL. Entrando al edificio, a la izquierda, al lado de Conserjería.","AVENIDA DE LA ESTACIÓN DE EL PALO, 4",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto",,UMA,No,No,951952737,,POINT (-4.361494385824834 36.72064332477143),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e99,6220694,,,,,,,-1,0,-1,,,11584,DEA_334,CME - RECEPCION (A LA IZQUIERDA),"CALLE LA ERA, 13",,cgabani@malaga.eu,,24 h.,,MUNICIPAL,No,No,952419011,,POINT (-4.399872005439179 36.733697617220805),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e98,6220695,,,,,,,-1,0,-1,,,80459,DEA_825,CENTRO USOS MÚLTIPLES EL LIMONAR,"CALLE LA ERA, 17",,evgarcia@malaga.eu,,L-V 9:00-21:00H,,MUNICIPAL,No,No,,,POINT (-4.401428515106001 36.73363626298335),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e97,6220696,,,,,,,-1,0,-1,,,8426,DEA_616,EMPRESA CD FiliPinos del Limonar (att. al cliente - Entrada),"CALLE LA ERA, 27",,asesoria@mediosacuaticos.com,,"L A V 9 a 22 h
S, D y FESTIVOS 10 a 21 h",,PRIVADA,No,No,952600124,,POINT (-4.40371697309017 36.73273752750385),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e96,6220697,,,,,,,-1,0,-1,,,65525,DEA_733,FACULTAD DE PSICOLOGÍA Y LOGOPEDIA( Universidad de Málaga),"CALLE DOCTOR ORTIZ RAMOS, 12",,prevencion@uma.es,,De 08:00 a 21:00 h. En horario lectivo.,,PRIVADA,No,No,951510440,,POINT (-4.498051604700045 36.71613051239788),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e95,6220698,,,,,,,-1,0,-1,,,14366,DEA_719,BIBLIOTECA EMILIO PRADOS,"CALLE ALMERÍA, 43",,mpmenoyo@malaga.eu,,"L a V 09:30-14:00
M y J 16:30-20:30",,MUNICIPAL,No,No,951926102,,POINT (-4.356356020208336 36.720715353084564),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e94,6220699,,,,,,,-1,0,-1,,,80041,DEA_796,TOTEM MARMOLES,"CALLE MÁRMOLES, 45",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.431036830206548 36.721436840907934),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e93,6220700,,,,,,,-1,0,-1,,,11946,DEA_357,CAMPO DE FÚTBOL (San Julián),"CALLE RIMSKY KORSAKOV, 9",,sanjulianclub@gmail.com,,DE LUNES A VIERNES DE 16.00 A 22:00 H; SÁBADOS Y DOMINGOS DE 9:00 A 21:00 H,,MUNICIPAL,No,No,617776394,,POINT (-4.4784645196169945 36.66455799354344),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e92,6220701,,,,,,,-1,0,-1,,,80088,DEA_809,CENTRO FORMACIÓN E INCUBACIÓN PTA (CENTESIMAL),"CALLE FREDERICK TERMAN, 3",,areainnovacion@malaga.eu,,09:00-14:00h (L-V no festivos),,PRIVADA,No,No,,,POINT (-4.554199237530898 36.74029967806141),No,73
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e91,6220702,,,,,,,-1,0,-1,,,7136,DEA_209,Centro Ciudadano Parque Mediterráneo (Hall),"CALLE FRANCISCO JIMÉNEZ LOMAS, 6",,avparquemediterraneo@gmail.com,,L a V de 9:00 a 13:30 horas y de 17:00 a 20:00 horas.,,MUNICIPAL,No,No,606579009,,POINT (-4.444387957734877 36.6944742847326),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e90,6220703,,,,,,,-1,0,-1,,,3947,DEA_578,EDUCACIÓN CE Diocesano Santa Rosa de Lima (Conserjeria),"CALLE ARGÉNTEA, 3",,relacionesexternas@fundacionvictoria.edu.es,,L  V de 8:30 a 15:00h ( periodo escolar),,PRIVADA,No,No,952307000,,POINT (-4.445488667223549 36.721240057032254),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8f,6220704,,,,,,,-1,0,-1,,,79065,DEA_784,EMPRESA ENJOY WELLNES,"CALLE ARGÉNTEA, 13",,alejandro.barrios@enjoy.es,,"L a V: 7:00 a 23:00 S y D: 9:00 a 21:00 Festivos: 9:00 a 15:00
",,PRIVADA,No,No,,,POINT (-4.4450145758558275 36.72118785460617),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8e,6220705,,,,,,,-1,0,-1,,,12704,DEA_458,"TOTEM (Plaza Monseñor Bocanegra,7)","PLAZA DE MONSEÑOR BOCANEGRA, 7",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.439871795753325 36.7302289905994),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8d,6220706,,,,,,,-1,0,-1,,,3627,DEA_077,ÁREA Gerencia de Urbanismo (Entrada junto al Registro),"PASEO DE ANTONIO MACHADO, 24",,tsalado@malaga.eu,,L  a V 8:00 a 20:00h.,,MUNICIPAL,No,No,689318854,,POINT (-4.428395207884874 36.70905612335162),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8c,6220707,,,,,,,-1,0,-1,,,7036,DEA_677,UMA I + D y Biblioteca de Ciencias (Entrada entre el mostrador atención y ascensor),"CALLE DE JIMÉNEZ FRAUD, 2",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,952131988,,POINT (-4.473123628725903 36.714694386221815),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8b,6220708,,,,,,,-1,0,-1,,,6662,DEA_193,TOTEM (C/ Atarazanas junto Mercado),"CALLE ATARAZANAS, 13",,jtoscano@malaga.eu,,24 horas,,MUNICIPAL,No,No,,,POINT (-4.424241453698398 36.71815336127617),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e8a,6220709,,,,,,,-1,0,-1,,,7846,DEA_240,TOTEM (Paseo de Antonio Machado frente a la playa),"PASEO DE ANTONIO MACHADO, 18",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.427841210471033 36.70913811612324),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e89,6220710,,,,,,,-1,0,-1,,,80138,DEA_812,HOTEL ATARAZANAS (CENTESIMAL),"CALLE ATARAZANAS, 19",,areainnovacion@malaga.eu,,24h,,PRIVADA,No,No,952121910,,POINT (-4.424617656799264 36.717848010001255),Si,95
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e88,6220711,,,,,,,-1,0,-1,,,14226,DEA_701,BIBLIOTECA  JOSE MORENO VILLA,"CALLE DEL MAESTRO VERT, 21",,mgfernandez@malaga.eu,,"L-V  09:00-21:00h
S 09:00 a 14:00",,MUNICIPAL,No,No,951926177,,POINT (-4.501540141185812 36.66568871609695),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e87,6220712,,,,,,,-1,0,-1,,,4244,DEA_527,CENTRO DE SALUD La Roca,"CALLE DE MÁXIMO GORKY, 4",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951924972,,POINT (-4.434137704712808 36.73550307832198),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e86,6220713,,,,,,,-1,0,-1,,,3622,DEA_072,ÁREA Centro  Municipal de Acogida (En la entrada),"CALLE DONOSO CORTÉS, 2",,rmmartin@malaga.eu,,De lunes a domingos las 24 h.,,MUNICIPAL,No,No,951926064,,POINT (-4.430208002013114 36.70844356799417),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e85,6220714,,,,,,,-1,0,-1,,,11944,DEA_395,CENTRO MUNICIPAL DE ATENCIÓN A LA FAMILIA,"CALLE DONOSO CORTÉS, 4",,mgaranda@malaga.eu,,De 8:00 a 15:00 H,,MUNICIPAL,No,No,,,POINT (-4.429883297298657 36.70876615871113),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e84,6220715,,,,,,,-1,0,-1,,,14269,DEA_711,BIBLIOTECA MARIA ZAMBRANO,"CALLE GUADALETE, 6",,rgrubio@malaga.eu//biblio.lzambrano@malaga.eu,,"INV. L-V 09:30 a 14:00 
L y X 16:30 a 20:30 h.
",,MUNICIPAL,No,No,951926107,,POINT (-4.437624617419349 36.70152743763769),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e83,6220716,,,,,,,-1,0,-1,,,4201,DEA_529,CENTRO DE SALUD Alameda-Perchel (Plnnta Baja-Consulta Técnica),"AVENIDA DE MANUEL AGUSTÍN HEREDIA, 34",,direccion.d.malaga.sspa@juntadeandalucia.es,,8 a 20 h de Lunes a Viernes,,AUTONOMICA,No,No,951299432,,POINT (-4.42524298467347 36.7122332330286),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e82,6220717,,,,,,,-1,0,-1,,,4262,DEA_587,EMPRESA ANP Servicio de Prevencion Ajeno,"PASEO MARÍTIMO ANTONIO BANDERAS, 4",,juanluis.cebrian@grupoanp.es,,L a V: 8:00-15:00,,PRIVADA,No,No,952311909,,POINT (-4.436687979413395 36.69849946112536),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e81,6220718,,,,,,,-1,0,-1,,,8711,DEA_257,"TOTEM (Paseo Marítimo Antonio Banderas, 4)","PASEO MARÍTIMO ANTONIO BANDERAS, 4",,jtoscano@malaga.eu,,24H.,,MUNICIPAL,No,No,,,POINT (-4.4364573338062625 36.698413205477195),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e80,6220719,,,,,,,-1,0,-1,,,14270,DEA_712,PARKING CRUZ DE HUMILLADERO,"AVENIDA DE JOSÉ ORTEGA Y GASSET, 1",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,951313811,,POINT (-4.441640879806195 36.71199042965275),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7f,6220720,,,,,,,-1,0,-1,,,7087,DEA_684,UMA EDIF. SERVICIOS MÚLTIPLES. Al lado de conserjería.,"CALLE EJIDO, 1",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto",,UMA,No,No,952131001,,POINT (-4.418161970098923 36.72746496428721),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7e,6220721,,,,,,,-1,0,-1,,,7086,DEA_683,UMA PABELLÓN DE GOBIERNO. Al lado de Conserjería.,"CALLE EJIDO, 2",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto",,UMA,No,No,952131001,,POINT (-4.416613428348824 36.72735990586743),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7d,6220722,,,,,,,-1,0,-1,,,7085,DEA_682,"UMA PABELLON DE Gº. ADJ. Entrando a la derecha, al principio del pasillo.","CALLE EJIDO, 8",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto",,UMA,No,No,952131001,,POINT (-4.41797054733923 36.728546663209215),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7c,6220723,,,,,,,-1,0,-1,,,4245,DEA_538,CENTRO DE SALUD Huelin (consulta 15),"CALLE DEL PINTOR DE LA FUENTE GRIMA, 1",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951308101,,POINT (-4.4344549436613985 36.705090208539694),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7b,6220724,,,,,,,-1,0,-1,,,79091,DEA_786,EMPRESA ASISA DENTAL II,"AVENIDA DEL COMANDANTE BENÍTEZ, 7",,mantenimiento.dental@asisadental.com,,9.00 a 14.000 y 15.30 a 20.30,,PRIVADA,No,No,,,POINT (-4.425467686433845 36.71501700972948),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e7a,6220725,,,,,,,-1,0,-1,,,3630,DEA_080,"Centro Servicios Sociales Carretera Cádiz( plt baja, a la izquierda)","AVENIDA DE ISAAC PERAL, 23",,css7@malaga.eu,,L a  V: 7:00 - 16:00,,MUNICIPAL,No,No,951926147,,POINT (-4.45642634246893 36.695216762264145),No,83
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e79,6220726,,,,,,,-1,0,-1,,,4123,DEA_188,C. DEPORTIVO Tiro Pichón (recepción),"CALLE CORREGIDOR PEDRO ZAPATA, 5",,areadeporte@malaga.eu,,"L a D : 08:00-14:00h / 16:30-23:00 h
",,MUNICIPAL,No,No,951929201,,POINT (-4.45281027175655 36.71115103838664),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e78,6220727,,,,,,,-1,0,-1,,,80043,DEA_798,TOTEM MANUEL AGUSTIN HEREDIA,"AVENIDA DE MANUEL AGUSTÍN HEREDIA, 26",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.423868078657722 36.713630891506654),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e77,6220728,,,,,,,-1,0,-1,,,3517,DEA_658,UMA Facultad de Ciencias Económicas y Empresariales (Entrada),"CALLE EJIDO, 6",,,,"L-M-X-J-V de 8 a 21 h.
S de 8 a 14 h.",,UMA,No,No,952131150,,POINT (-4.417906827754712 36.72790728127626),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e76,6220729,,,,,,,-1,0,-1,,,80435,DEA_818,CEIP MANUEL DE FALLA (CENTESIMAL),"CALLE BOCANEGRA, 3",,areainnovacion@malaga.eu,,7:00-18:00 (L-V),,PRIVADA,No,No,951298319,,POINT (-4.4458606479321965 36.701872455809),No,83
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e75,6220730,,,,,,,-1,0,-1,,,4224,DEA_532,CENTRO DE SALUD Carlinda ( consulta 3),"CALLE ALCALDE JOSÉ LUIS ESTRADA, 16",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951924281,,POINT (-4.4475615441535545 36.731109290894125),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e74,6220731,,,,,,,-1,0,-1,,,4023,DEA_568,"EMPRESA Coysema Abogados (1ªplt, oficina 5, pasillo)","ALAMEDA DE COLÓN, 15",,info@coysema.com,,"- L-J :9:30 A 14:00 y 16:30 a 19:00
- Viernes: 9.30 A 14:00
",,PRIVADA,No,No,951251267,,POINT (-4.424271891689143 36.71449591036636),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e73,6220732,,,,,,,-1,0,-1,,,14287,DEA_717,PARKING EL PALO,"CALLE ALONSO CARRILLO DE ALBORNOZ, 3",,jmcano@smassa.es,,08:00-22:00,,MUNICIPAL,No,No,982760873,,POINT (-4.360845920806656 36.72080892760546),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e72,6220733,,,,,,,-1,0,-1,,,14064,DEA_691,MERCADO DEL PALO (Puerta de entrada por Juan Sebastian el Cano),"CALLE ALONSO CARRILLO DE ALBORNOZ, 5",,mnaranjo@malaga.eu,,L a S 8:00 a 15:00h.,,MUNICIPAL,No,No,690366106,,POINT (-4.3608734144583785 36.720623760816),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e71,6220734,,,,,,,-1,0,-1,,,6661,DEA_192,TOTEM ( C/ Molina Larios / Plaza del Obispo),"CALLE MOLINA LARIO, 9",,jtoscano@malaga.eu,,24 horas,,MUNICIPAL,No,No,,,POINT (-4.420110841155264 36.719955009135234),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e70,6220735,,,,,,,-1,0,-1,,,6984,DEA_204,HOTEL AC Hotel Málaga Palacios (Recepción),"CALLE CORTINA DEL MUELLE, 1",,MPALACIO@AC-HOTELS.COM,,24 HORAS,,PRIVADA,No,No,952215185,,POINT (-4.4197108401944085 36.7190599777922),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6f,6220736,,,,,,,-1,0,-1,,,3180,DEA_007,Centro Servicios Sociales Palma-Palmilla ( recepcion),"CALLE ALONSO CRUZADO, 4",,css5@malaga.eu,,L-M-X-J-V  8:00 a 15:00 h,,MUNICIPAL,No,No,951926075,,POINT (-4.42762727805724 36.74271578305452),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6e,6220737,,,,,,,-1,0,-1,,,4021,DEA_566,ASOCIACIÓN Teléfono de la Esperanza (entrada),"CALLE HURTADO DE MENDOZA, 3",,malaga@telefonodelaesperanza.org,,24 horas.,,PRIVADA,No,No,952652651,,POINT (-4.412355609583693 36.727429203003815),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6d,6220738,,,,,,,-1,0,-1,,,12526,DEA_356,BOMBEROS (Parque Churriana) (R4-9824 CTG),"CALLE ESCRITORA CARMEN BRAVO-VILLASANTE, 1",,scgalvez@malaga.eu,,24 H.,,MUNICIPAL,No,No,951928987,,POINT (-4.510607529803788 36.66659357574876),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6c,6220739,,,,,,,-1,0,-1,,,10704,DEA_646,EDUCACIÓN Piscina Fundación Victoria( junto a recepción),"CALLE OCTAVIO PICÓN, 19",,piscina@fundacionvictoria.edu.es,,"L-V 8.00 a 22.00h
S-D 9:00 a 14:00h
Festivos cerrado",,PRIVADA,No,No,951956923,,POINT (-4.368013199180028 36.72462473461034),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6b,6220740,,,,,,,-1,0,-1,,,13045,DEA_474,COMUNIDAD DE PROPIETARIOS SANTA ANA,"CALLE AMADOR DE LOS RÍOS, 27",,eduardo.rosell@hotmail.,,24 h.,,PRIVADA,No,No,696369184,,POINT (-4.369399381704199 36.72639172459114),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e6a,6220741,,,,,,,-1,0,-1,,,80442,DEA_823,ESTACIÓN AUTOBUSES MUELLE HEREDIA (CENTESIMAL),"AVENIDA DE MANUEL AGUSTÍN HEREDIA, 1",,areainnovacion@malaga.eu,,24H,,PRIVADA,No,No,952213386,,POINT (-4.421197637230511 36.71575019427336),Si,25
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e69,6220742,,,,,,,-1,0,-1,,,4246,DEA_539,CENTRO DE SALUD Churriana (consulta nº2 plt baja),"CALLE ENRIQUE VAN DULKEN, 18",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951308818,,POINT (-4.498513298995336 36.66511838210564),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e68,6220743,,,,,,,-1,0,-1,,,74512,DEA_759,"TOTEM (C/ Lorenza Correa, 48)","CALLE LORENZA CORREA, 48",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.422627867436405 36.73992372167266),Si,92
